"Factor_level","B","CI_lower","CI_upper","N","Min","Max","Analysis"
"Monandry",2.77014020419494,1.64947321130603,3.87274970518774,49,20,3e+05,"Mating_frequency_Colony_size"
"Facultative polyandry",0.694633639220736,0.185914843925275,1.16849228014689,31,13.08,5e+05,""
"Obligate polyandry",1.347025198167,0.734176484402269,1.92916452166537,33,35.62,8018400,""
