"Factor_level","B","CI_lower","CI_upper","N","Min","Max","Analysis"
"Monogyny",0.384173227895799,0.267715997877531,0.497130030151311,60,0.0023094688221709,0.577036835347427,"Queen_number_Size_variation"
"Facultative polygyny",-0.0117437355659459,-0.0729600828199182,0.051602752279905,47,0.0108499095840868,0.473080216725292,""
"Obligate polygyny",-0.0647645710471925,-0.193957845622208,0.0824143894569715,6,0.0268050060753341,0.301534314214464,""
