"Factor_level","B","CI_lower","CI_upper","N","Min","Max","Analysis"
"Monandry",0.30095984838797,0.231548994357581,0.364511397623573,34,0.0108499095840868,0.316608996539792,"Mating_frequency_Size_variation_monomorphic"
"Facultative polyandry",0.0617728777078631,-0.00474504353769589,0.130442783993203,22,0.0023094688221709,0.552750565184627,""
"Obligate polyandry",0.030931642950022,-0.0647633397165919,0.132506581561756,9,0.0404309561302299,0.228411723178892,""
